"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2005","2005",,,"0","Units",,,23.0521157470689,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2006","2006",,,"0","Units",,,22.6007558309184,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2007","2007",,,"0","Units",,,22.9170276835207,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2008","2008",,,"0","Units",,,23.276465624832,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2009","2009",,,"0","Units",,,22.4130082617233,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2010","2010",,,"0","Units",,,21.5967237748965,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2011","2011",,,"0","Units",,,22.4717154486786,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2012","2012",,,"0","Units",,,22.649292785658,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2013","2013",,,"0","Units",,,23.0401975609289,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2014","2014",,,"0","Units",,,22.6605524717731,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2015","2015",,,"0","Units",,,22.6967074577069,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2016","2016",,,"0","Units",,,23.0962874287331,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2017","2017",,,"0","Units",,,23.6285407586874,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2018","2018",,,"0","Units",,,24.0951292623908,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2019","2019",,,"0","Units",,,24.9143925706739,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2020","2020",,,"0","Units",,,24.9784989547859,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2021","2021",,,"0","Units",,,25.8273821071893,,
"AUT","Austria","P51S","Gross fixed capital formation, percentage of GDP","2022","2022",,,"0","Units",,,25.2970880128968,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2000","2000",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2001","2001",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2002","2002",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2003","2003",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2004","2004",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2005","2005",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2006","2006",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2007","2007",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2008","2008",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2009","2009",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2010","2010",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2011","2011",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2012","2012",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2013","2013",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2014","2014",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2015","2015",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2016","2016",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2017","2017",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2018","2018",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2019","2019",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2020","2020",,,"0","Units",,,100,,
"BEL","Belgium","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2021","2021",,,"0","Units",,,100,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2000","2000",,,"0","Units",,,63.8748899533472,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2001","2001",,,"0","Units",,,66.585790728441,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2002","2002",,,"0","Units",,,65.3385601776703,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2003","2003",,,"0","Units",,,64.6100882010491,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2004","2004",,,"0","Units",,,65.5708522361584,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2005","2005",,,"0","Units",,,63.5876037702336,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2006","2006",,,"0","Units",,,63.191282725939,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2007","2007",,,"0","Units",,,63.4186748493238,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2008","2008",,,"0","Units",,,63.8999267981314,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2009","2009",,,"0","Units",,,63.2283661062982,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2010","2010",,,"0","Units",,,62.7588756475781,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2011","2011",,,"0","Units",,,64.714905284378,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2012","2012",,,"0","Units",,,64.3658159755506,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2013","2013",,,"0","Units",,,64.8278735853194,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2014","2014",,,"0","Units",,,63.996614016362,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2015","2015",,,"0","Units",,,65.3727861852315,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2016","2016",,,"0","Units",,,66.2134842010424,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2017","2017",,,"0","Units",,,66.2893215316455,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2018","2018",,,"0","Units",,,65.7100950253183,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2019","2019",,,"0","Units",,,65.6940348787882,,
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2020","2020",,,"0","Units",,,65.2912811156002,"E","Estimated value"
"BEL","Belgium","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2021","2021",,,"0","Units",,,64.4789637300582,"E","Estimated value"
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2000","2000",,,"0","Units",,,10.5679447097888,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2001","2001",,,"0","Units",,,9.47245346395135,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2002","2002",,,"0","Units",,,9.97591690802805,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2003","2003",,,"0","Units",,,10.2212921462371,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2004","2004",,,"0","Units",,,9.38087688177951,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2005","2005",,,"0","Units",,,9.32017575787576,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2006","2006",,,"0","Units",,,8.5570624659912,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2007","2007",,,"0","Units",,,8.51770132635009,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2008","2008",,,"0","Units",,,8.45793957368458,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2009","2009",,,"0","Units",,,10.0067011138543,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2010","2010",,,"0","Units",,,10.1421746674666,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2011","2011",,,"0","Units",,,10.3971028162697,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2012","2012",,,"0","Units",,,10.8182874155605,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2013","2013",,,"0","Units",,,10.487606370095,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2014","2014",,,"0","Units",,,11.2376140130978,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2015","2015",,,"0","Units",,,10.8554910757674,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2016","2016",,,"0","Units",,,10.354175531543,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2017","2017",,,"0","Units",,,10.3575255065106,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2018","2018",,,"0","Units",,,11.1198117712878,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2019","2019",,,"0","Units",,,10.7259974925547,,
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2020","2020",,,"0","Units",,,11.2030990890584,"E","Estimated value"
"BEL","Belgium","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2021","2021",,,"0","Units",,,11.2758884353809,"E","Estimated value"
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2000","2000",,,"0","Units",,,25.5571653368641,,
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2001","2001",,,"0","Units",,,23.9417558076076,,
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2002","2002",,,"0","Units",,,24.6855229143017,,
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2003","2003",,,"0","Units",,,25.1686196527138,,
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2004","2004",,,"0","Units",,,25.0482708820621,,
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2005","2005",,,"0","Units",,,27.0922204718907,,
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2006","2006",,,"0","Units",,,28.2516548080698,,
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2007","2007",,,"0","Units",,,28.0636238243261,,
"BEL","Belgium","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2008","2008",,,"0","Units",,,27.642133628184,,
