Series,Code
Non-money market fund investment funds (S.124): Financial derivatives and employee stock options (AF.7): Liability: CP: £m: NSA:,CONL
Non-money market fund investment funds (S.124): Financial derivatives (AF.71): Liability: Current price: £million: NSA:,CONN
Non-money market fund investment funds (S.124): Other accounts receivable/payable (AF.8): Liability: Current price: £m: NSA:,CONR
Non-money market fund investment funds (S.124): Net lending (+)/borrowing (-) of financial acc (B.9F): Net : CP: £m: NSA:,CORK
Non-money market fund investment funds (S.124): Net financial assets (BF.90): Net : Current price: £million: NSA:,COSR
"Public corporations: D.41 interest received, £m CP NSA",CPBV
Public Corporations (S.11001): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,CPCM
ESA:PC:LI:LEVEL:Loans secured on dwellings,CPLF
ESA:PC:LI:FLOW:Loans secured on dwellings,CPLJ
NPISH (S.15): Distributed income of corporations (D.42): Resources: Current price: £m: NSA,CPMA
NPISH (S.15): Distributed income of corporations (D.42): Resources: Current price: £m: SA,CPMB
LG S1313: Taxes on products exc VAT and import taxes received D214: CP NSA,CPPM
LG S1313: Taxes on products exc VAT and import taxes received D214: CP SA,CPPN
Of which business investment: Year on Year growth: CP NSA %,CPRX
Households (S.14): Financial intermediation services indirectly measured (FISIM) on loans:(P.119) Uses: Current price: £m: NSA,CRNB
Households(S.14):Financial intermediation services indirectly measured (FISIM) on deposits:(P.119):Resources:Current price:£m:NSA,CRNC
Real net households adjusted disposable income per capita CVM SA,CRSF
"Households (S.14): Operating Surplus and Mixed Income, gross (B.2g+B.3g) Resources: Current price: £m: NSA",CRTY
"Households (S.14): Operating Surplus and Mixed Income, gross (B.2g+B.3g) Resources: Current price: £m: SA",CRTZ
HH & NPISH (S.14 + S.15): Dividends (D.421): Resources: Current price: £m: NSA,CRWE
HH & NPISH (S.14 + S.15): Dividends (D.421): Resources: Current price: £m: SA,CRWF
HH & NPISH (S.14 + S.15): Withdrawals from income of quasi-corporations (D.422): Resources: Current price: £m: NSA,CRWG
HH & NPISH (S.14 + S.15): Withdrawals from income of quasi-corporations (D.422): Resources: Current price: £m: SA,CRWH
HH & NPISH (S.14 + S.15): Earnings on property investment (D.423): Resources: Current price: £m: NSA,CRWI
HH & NPISH (S.14 + S.15): Earnings on property investment (D.423): Resources: Current price: £m: SA,CRWJ
Real households’ (S.14) expenditure implied deflator: Index (Reference year 2019): Not seasonally adjusted,CRXA
Real households and non-profit institutions serving households (S14+S15) expenditure implied deflator: Index (Ref year 2019) NSA,CRXB
"NPISH (S.15): Capital transfers, payable (D.9p): Liabilities: Current price: £m: NSA",CRXD
"NPISH (S.15): Capital transfers, payable (D.9p): Liabilities: Current price: £m: SA",CRXE
Household final consumption expenditure per head at current prices: SA,CRXO
"Households: Final consumption expenditure, per head: year on year growth rate: Current price £: Seasonally Adjusted",CRXP
"Households: Final consumption expenditure, per head: Quarter on Quarter-1 growth %: Current price £: Seasonally adjusted",CRXQ
"Households: Final consumption expenditure, per head: Quarter on Quarter-4 growth %: Current price £: Seasonally adjusted",CRXR
Households: Gross disposable income per head: Current price £: Seasonally adjusted,CRXS
"Households: Gross disposable income, per head: Year on year-1 growth %: Current price £: Seasonally adjusted",CRXT
Households: Gross disposable income per head: Quarter on Quarter-1 growth %: Current price £: Seasonally adjusted,CRXU
Households: Gross disposable income per head: Quarter on Quarter-4 growth %: Current price £: Seasonally adjusted,CRXV
"Households: Real disposable Income, per head: Chained volume measure (reference year = 2019) £: Not seasonally adjusted",CRXW
Households: Real disposable Income per head: Chained volume measure £: Seasonally adjusted,CRXX
Households: Real disposable Income per head: Year on Year-1 growth %: Chained volume measure £: Seasonally adjusted,CRXY
"Households: Real disposable Income, per head: Quarter on Quarter-1 growth %: Chained volume measure £: Seasonally adjusted",CRXZ
"Households: Real disposable Income, per head: Quarter on Quarter-4 growth %: Chained volume measure £: Seasonally adjusted",CRYA
"Households: Adjusted gross disposable income, per head: Chained volume measure £: Seasonally adjusted",CRYB
"Households: Adjusted gross disposable income, per head: Year on Year-1 growth %: Chained volume measure £: Seasonally adjusted",CRYC
"Households: Adjusted gross disposable income, per head: Quarter/Quarter-1 growth %: Chained volume measure £: Seasonally adjusted",CRYD
"Households: Adjusted gross disposable income, per head: Quarter/Quarter-4 growth %: Chained volume measure £: Seasonally adjusted",CRYE
"Households: Adjusted net disposable income, per head: Year on Year-1 growth %: Chained volume measure £: Seasonally adjusted",CRYG
"Households: Adjusted net disposable income, per head: Quarter/Quarter-1 growth %: Chained volume measure £: Seasonally adjusted",CRYH
"Households: Adjusted net disposable income, per head: Quarter/Quarter-4 growth %: Chained volume measure £: Seasonally adjusted",CRYI
Households: Final consumption expenditure per head: Chained volume measure £: Seasonally adjusted,CRYJ
"Households: Final consumption expenditure, per head: Year on Year-1 growth %: Chained volume measure £: Seasonally adjusted",CRYK
"Households: Final consumption expenditure, per head: Quarter on Quarter-1 growth %: Chained volume measure £: Seasonally adjusted",CRYL
"Households: Final consumption expenditure, per head: Quarter on Quarter-4 growth %: Chained volume measure £: Seasonally adjusted",CRYM
Households: Adjusted individual consumption per head: Chained volume measure £: Seasonally adjusted,CRYN
"Households: Adjusted individual consumption, per head: Year on Year-1 growth %: Chained volume measure £: Seasonally adjusted",CRYO
"Households: Adjusted individual consumption, per head: Quarter/Quarter-1 growth %: Chained volume measure £: Seasonally adjusted",CRYP
"Households: Adjusted individual consumption, per head: Quarter/Quarter-4 growth %: Chained volume measure £: Seasonally adjusted",CRYQ
"Households (S.14): Operating Surplus and Mixed Income, gross (B.2g+B.3g): Resource: CP: £m: NSA: Year on year growth rate %",CSB2
Households (S.14): Wages and salaries (D.11): Resource: Current price: £m: NSA: Year on year growth rate %,CSB3
Households (S.14): Employers' social contribution (D.12): Resource: Current price: £m: NSA: Year on year growth rate %,CSB4
Households (S.14): Property income (D.4): Resource: Current price: £m: NSA: Year on year growth rate %,CSB5
Households (S.14): Allocation of primary income account (II.1.2): Total resources/uses: CP: £m: NSA: Year on year growth rate %,CSB6
Households (S.14): Property income (D.4): Use: Current price: £m: NSA: Year on year growth rate %,CSB7
"Households (S.14): Balance of primary incomes, gross (B.5g): CP: £m: NSA: Year on year growth rate %",CSB8
Households (S.14): Social benefits other than social transfers in kind (D.62): Resource: CP: £m: NSA: Year on year growth rate %,CSB9
Households (S.14): Other current transfers (D.7): Resource: CP: £m: NSA: Year on year growth rate %,CSC2
Households (S.14): Secondary distribution of income (II.2): Total resources/uses: CP: £m: NSA: Year on year growth rate %,CSC3
"Households (S.14): Current taxes on income, wealth, etc (D.5): Use: CP: £m: NSA: Year on year growth rate %",CSC4
Households (S.14): Net social contributions (D.61): Use: CP: £m: NSA: Year on year growth rate %,CSC5
Households (S.14): Other current transfers (D.7): Use: CP: £m: NSA: Year on year growth rate %,CSC6
"Households (S.14): Disposable income, gross (B.6g): CP: £m: NSA: Year on year growth rate %",CSC7
Households (S.14): Real households' expenditure implied deflator: CP: £m: NSA: Year on year growth rate %: (reference year 2019),CSC8
Households (S.14): Real Household disposable income (RHDI): CVM: £m: NSA: Year on year growth rate %: (reference year 2019),CSC9
Households (S.14): Use of disposable income account (II.4.1): Total availabe resources: CP £m: NSA: Year on year growth rate %,CSD2
Households (S.14): Final consumption expenditure (P.31): Use: Current price: £m: NSA: Year on year growth rate %,CSD3
"Households (S.14): Operating Surplus and Mixed Income, gross (B.2g+B.3g): CP: £m: SA: Quarter on previous quarter growth rate %",CSD4
Households (S.14): Wages and salaries (D.11): Resource: Current price: £m: SA: Quarter on previous quarter growth rate %,CSD5
Households (S.14): Employers' social contribution (D.12): Resource: CP: £m: SA: Quarter on previous quarter growth rate %,CSD6
Households (S.14): Property income (D.4): Resource: Current price: £m: SA: Quarter on previous quarter growth rate %,CSD7
Households (S.14): Allocation of primary income account (II.1.2): Total resources/uses: CP: £m: SA: Q on Q-1 growth rate %,CSD8
Households (S.14): Property income (D.4): Use: Current price: £m: SA: Quarter on previous quarter growth rate %,CSD9
"Households (S.14): Balance of primary incomes, gross / National income, gross (B.5g): CP: £m: SA: Q on Q-1 growth rate %",CSE2
Households (S.14): Social benefits other than social transfers in kind (D.62): Resource: CP: £m: SA: Q on Q-1 growth rate %,CSE3
Households (S.14): Other current transfers (D.7): Resource: CP: £m: SA: Quarter on previous quarter growth rate %,CSE4
Households (S.14): Secondary distribution of income (II.2): Total resources/uses: CP: £m: SA: Q on Q-1 growth rate %,CSE5
"Households (S.14): Current taxes on income, wealth, etc (D.5): Use: CP: £m: SA: Quarter on previous quarter growth rate %",CSE6
Households (S.14): Net social contributions (D.61): Use: CP: £m: SA: Quarter on previous quarter growth rate %,CSE7
Households (S.14): Other current transfers (D.7): Use: CP: £m: SA: Quarter on previous quarter growth rate %,CSE8
"Households (S.14): Disposable income, gross (B.6g): CP: £m: SA: Quarter on previous quarter growth rate %",CSE9
Households (S.14): Real households' expenditure implied deflator: CP: £m: SA: Q on Q-1 growth rate %: (reference year 2019),CSEZ
Households (S.14): Real Household disposable income (RHDI): CVM: £m: SA: Q on Q-1 growth rate % (reference year 2019),CSF2
Households (S.14): Use of disposable income account (II.4.1): Total available resources/uses: CP: £m: SA: Q on Q-1 growth rate %,CSF3
Households (S14):Final consumption expenditure (P.31):Use:Current price:£m:NSA:Q on Q-1 growth rate %,CSF4
"Households (S.14): Operating Surplus and Mixed Income, gross (B.2g+B.3g): CP: £m: SA: Quarter on quarter a year ago growth rate",CSF5
Households (S.14): Wages and salaries (D.11): Resource: Current price: £m: SA: Quarter on quarter a year ago growth rate %,CSF6
Households (S.14): Employers' social contribution (D.12): Resource: CP: £m: SA: Quarter on quarter a year ago growth rate %,CSF7
Households (S.14): Property income (D.4): Resource: Current price: £m: SA: Quarter on quarter a year ago growth rate %,CSF8
Households (S.14): Allocation of primary income account (II.1.2): Total resources/uses: CP: £m: SA: Q on Q-4 growth rate %,CSF9
Households (S.14): Property income (D.4): Use: Current price: £m: SA: Quarter on quarter a year ago growth rate %,CSFB
"Households (S.14): Balance of primary incomes, gross (B.5g): CP: £m: SA: Q on Q-4 growth rate %",CSG2
Households (S.14): Social benefits other than social transfers in kind (D.62): Resource: CP: £m: SA: Q on Q-4 growth rate %,CSG3
Households (S.14): Other current transfers (D.7): Resource: CP: £m: SA: Quarter on quarter a year ago growth rate %,CSG4
Households (S.14): Secondary distribution of income (II.2): Total resources/uses: CP: £m: SA: Q on Q-4 growth rate %,CSG5
"Households (S.14): Current taxes on income, wealth, etc (D.5): Use: CP: £m: SA: Quarter on quarter a year ago growth rate %",CSG6
Households (S.14): Net social contributions (D.61): Use: CP: £m: SA: Quarter on quarter a year ago growth rate %,CSG7
Households (S.14): Other current transfers (D.7): Use: CP: £m: SA: Quarter on quarter a year ago growth rate %,CSG8
"Households (S.14): Disposable income, gross (B.6g): Current price: £m: SA: Quarter on quarter a year ago growth rate %",CSG9
Households (S.14): Real households expenditure implied deflator: CP: £m: SA: Q on Q-4 growth rate % (reference year 2019),CSGE
Households (S.14): Real Household disposable income (RHDI): CVM: £m: SA: Q on Q-4 growth rate % (reference year 2019),CSGH
Households (S.14): Use of disposable income account (II.4.1): Total available resources: CP: £m: SA: Q on Q-4 growth rate %,CSGI
Households (S.14): Final consumption expenditure (P.31): Use: CP: £m: SA: Quarter on quarter a year ago growth rate %,CSH2
Experimental alternative measure of Households (S.14): T.II.1.2.2 Total resources/uses: £m: CP: SA (Cash basis),CSI9
"Experimental alternative measure of Households (S.14): Balance of primary incomes, gross (B.5g): £m: CP: SA (Cash basis)",CSJ2
Experimental alternative measure of Households (S.14): T.II.2 Total resources/uses: £m: CP: SA (Cash basis),CSJ3
"Experimental alternative measure of Households (S.14): Disposable income, gross (B.6g): £m: CP: SA (Cash basis)",CSJ4
"Experimental alternative measure of Households (S.14): Saving, gross (B.8g): £m: Current price: Seasonally adjusted (Cash basis)",CSJ5
"Experimental alternative measure of Households: Disposable income, gross (B.6g): £m: CVM: SA: (Reference Year 2019) (Cash basis)",CSJ6
Experimental measure of Households gross disposable income based on £m CVM SA T on T-1 growth rate % Ref Year 2019 (Cash basis),CSJ7
Experimental alternative measure of Households (S.14): Saving ratio (%) based on (SR): £m: CP: SA (Cash basis),CSJ8
Experimental alternative measure of Households: Disposable income per head: £: CVM: SA: (Reference Year 2019) (Cash basis),CSK2
Experimental measure of Households gross disposable income: £m: CVM: SA: T on T-1 growth rate %: (Ref Year 2019) (Cash basis),CSK3
Experimental measure of Households gross disposable income based on £m CVM SA Q on Q-4 growth rate % Ref Year 2019 (Cash basis),CSK4
Experimental alternative measure of Households (S.14): Property income (D.4): Resources: £m: CP: NSA (Cash basis),CSK5
Experimental alternative measure of Households (S.14): Property income (D.4): Uses: £m: CP: SA (Cash basis),CSK6
Experimental alternative measure of Households (S.14): Net social contributions (D.61): Uses: £m: CP: SA (Cash basis),CSK7
Experimental alternative measure of Households (S.14): Individual consumption expenditure (P.31): Uses: £m: CP: SA (Cash basis),CSK8
Experimental alternative measure of Households (S.14): Real HH expenditure implied deflator: Index: £m: CVM: SA (Cash basis),CSK9
Previously published: Households (S.14): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: SA,CSW9
Revision against previously published: Households (S.14): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: SA,CSX2
Previously published: Households (S.14): Real disposable Income: Y on Y-1 growth %: CVM £m: SA,CSX3
Revision against previously published: Households (S.14): Real disposable Income: Y on Y-1 growth %: CVM £m: SA,CSX4
Previously published: Households (S.14): Real disposable Income: Q on Q-1 growth %: CVM £m: SA,CSX5
Revision against previously published: Households (S.14): Real disposable Income: Q on Q-1 growth %: CVM £m: SA,CSX6
